Vessel Name,Port Call Type,Port Type,Port At Call,Ata/atd11,Time At Port,In Transit Port Calls,Vessel Type - Detailed,Commercial Market
LA SIRENA,DEPARTURE,Port,LOS ANGELES,2021-11-24 23:33 UTC,18d 2h 37m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
CYPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-24 22:51 UTC,12d 1h 20m,Not in Transit,Special Craft,OTHER MARKETS
MANA KAI,DEPARTURE,Port,LOS ANGELES,2021-11-24 21:43 UTC,10d 19h 57m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
DREAMER,DEPARTURE,Port,LOS ANGELES,2021-11-24 21:12 UTC,8d 20h 54m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
MASTER,DEPARTURE,Port,LOS ANGELES,2021-11-24 20:52 UTC,2d 6h 54m,Not in Transit,Tug,SUPPORTING VESSELS
MALILIA,DEPARTURE,Port,LOS ANGELES,2021-11-24 18:47 UTC,9d 18h 58m,Not in Transit,Sailing Vessel,PLEASURE CRAFT
THE REAGAN YEARS,DEPARTURE,Port,LOS ANGELES,2021-11-24 18:34 UTC,23d 20h 10m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
CAT EXPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-24 17:10 UTC,2d 14h 7m,Not in Transit,Other Passenger,PASSENGER SHIPS
LUCY FRANCO,DEPARTURE,Port,LOS ANGELES,2021-11-24 12:44 UTC,26d 14h 42m,Not in Transit,Other Special Craft,OTHER MARKETS
V.A.POINT VICENTE,DEPARTURE,Port,LOS ANGELES,2021-11-24 06:19 UTC,2d 6h 30m,Not in Transit,Other Special Craft,OTHER MARKETS
GERNER MAERSK,DEPARTURE,Port,LOS ANGELES,2021-11-24 02:58 UTC,7d 12h 3m,Not in Transit,Container Ship,CONTAINER SHIPS
ELSA,DEPARTURE,Port,LOS ANGELES,2021-11-24 00:53 UTC,3d 10h 6m,Not in Transit,Other Special Craft,OTHER MARKETS
CHRISTOPHER,DEPARTURE,Port,LOS ANGELES,2021-11-25 23:31 UTC,1h ,Not in Transit,Other Passenger,PASSENGER SHIPS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-25 22:59 UTC,1h 7m,Not in Transit,Other Special Craft,OTHER MARKETS
JAMIE ANN,DEPARTURE,Port,LOS ANGELES,2021-11-25 22:36 UTC,1h 15m,Not in Transit,Other Special Craft,OTHER MARKETS
ZUDM16,DEPARTURE,Port,LOS ANGELES,2021-11-25 21:26 UTC,1h 1m,Not in Transit,Other Passenger,PASSENGER SHIPS
GLADYS S,DEPARTURE,Port,LOS ANGELES,2021-11-25 20:42 UTC,1h 7m,Not in Transit,Other Passenger,PASSENGER SHIPS
GERONIMO,DEPARTURE,Port,LOS ANGELES,2021-11-25 20:14 UTC,2h 10m,Not in Transit,Tug,SUPPORTING VESSELS
PONO,DEPARTURE,Port,LOS ANGELES,2021-11-25 19:44 UTC,1h 42m,Not in Transit,Other Special Craft,OTHER MARKETS
SERENDIPITER,DEPARTURE,Port,LOS ANGELES,2021-11-25 17:11 UTC,1h 37m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-25 16:12 UTC,52m,Not in Transit,Other Special Craft,OTHER MARKETS
KLIHYAM,DEPARTURE,Port,LOS ANGELES,2021-11-25 15:46 UTC,2h 28m,Not in Transit,Tug,SUPPORTING VESSELS
PONO,DEPARTURE,Port,LOS ANGELES,2021-11-25 15:46 UTC,2h 29m,Not in Transit,Other Special Craft,OTHER MARKETS
MADELINE B HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-25 15:31 UTC,2h 3m,Not in Transit,Other Special Craft,OTHER MARKETS
CHRISTY S,DEPARTURE,Port,LOS ANGELES,2021-11-25 14:42 UTC,27m,In Transit,Other Passenger,PASSENGER SHIPS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-25 04:46 UTC,4h 4m,Not in Transit,Other Special Craft,OTHER MARKETS
MASTER,DEPARTURE,Port,LOS ANGELES,2021-11-25 03:21 UTC,3h 12m,Not in Transit,Tug,SUPPORTING VESSELS
HERCULES,DEPARTURE,Port,LOS ANGELES,2021-11-25 02:52 UTC,10m,In Transit,Other Special Craft,OTHER MARKETS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-25 02:37 UTC,2h 51m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
JOHN QUIGG,DEPARTURE,Port,LOS ANGELES,2021-11-25 02:36 UTC,4h 49m,Not in Transit,Tug,SUPPORTING VESSELS
BROOKS M HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-25 02:28 UTC,4h 7m,Not in Transit,Other Special Craft,OTHER MARKETS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-25 00:40 UTC,2h 23m,Not in Transit,Other Special Craft,OTHER MARKETS
CHRISTOPHER,DEPARTURE,Port,LOS ANGELES,2021-11-25 00:35 UTC,41m,Not in Transit,Other Passenger,PASSENGER SHIPS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-25 22:39 UTC,9h 33m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
BAYWATCH19,DEPARTURE,Port,LOS ANGELES,2021-11-25 19:17 UTC,7h 27m,Not in Transit,Unspecified,OTHER MARKETS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-25 18:54 UTC,12h 15m,Not in Transit,Other Special Craft,OTHER MARKETS
SERENDIPITER,DEPARTURE,Port,LOS ANGELES,2021-11-25 15:12 UTC,12h 56m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-25 13:14 UTC,10h 31m,Not in Transit,Other Special Craft,OTHER MARKETS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-25 13:02 UTC,10h 20m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
MASTER,DEPARTURE,Port,LOS ANGELES,2021-11-25 12:13 UTC,5h 21m,Not in Transit,Tug,SUPPORTING VESSELS
HERCULES,DEPARTURE,Port,LOS ANGELES,2021-11-25 12:13 UTC,5h 53m,Not in Transit,Other Special Craft,OTHER MARKETS
LEADER,DEPARTURE,Port,LOS ANGELES,2021-11-25 09:11 UTC,10h 21m,Not in Transit,Tug,SUPPORTING VESSELS
MADELINE B HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-25 06:49 UTC,13h 31m,Not in Transit,Other Special Craft,OTHER MARKETS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-25 22:42 UTC,19h 12m,Not in Transit,Tug,SUPPORTING VESSELS
ADMIRAL,DEPARTURE,Port,LOS ANGELES,2021-11-25 21:16 UTC,14h 31m,Not in Transit,Tug,SUPPORTING VESSELS
CHRISTOPHER,DEPARTURE,Port,LOS ANGELES,2021-11-25 21:04 UTC,19h 12m,Not in Transit,Other Passenger,PASSENGER SHIPS
BROOKS M HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-25 18:54 UTC,15h 19m,Not in Transit,Other Special Craft,OTHER MARKETS
PETER MAC,DEPARTURE,Port,LOS ANGELES,2021-11-25 18:47 UTC,22h 35m,Not in Transit,Crew Boat,SUPPORTING VESSELS
CAT EXPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-25 17:11 UTC,14h 8m,Not in Transit,Other Passenger,PASSENGER SHIPS
VICKI ANN,DEPARTURE,Port,LOS ANGELES,2021-11-25 15:54 UTC,14h 52m,Not in Transit,Other Special Craft,OTHER MARKETS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-25 15:51 UTC,15h 42m,Not in Transit,Tug,SUPPORTING VESSELS
BAYWATCH19,DEPARTURE,Port,LOS ANGELES,2021-11-25 11:43 UTC,16h 11m,Not in Transit,Unspecified,OTHER MARKETS
SEA RELIANCE,DEPARTURE,Port,LOS ANGELES,2021-11-25 03:24 UTC,1d 12h 16m,Not in Transit,Tug,SUPPORTING VESSELS
UNDERCOVER,DEPARTURE,Port,LOS ANGELES,2021-11-25 23:39 UTC,7d 21h 36m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
MINNA,DEPARTURE,Port,LOS ANGELES,2021-11-25 22:39 UTC,3d 23h ,Not in Transit,Container Ship,CONTAINER SHIPS
HERE WE GO,DEPARTURE,Port,LOS ANGELES,2021-11-25 20:46 UTC,4d 20h 36m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
SABALO,DEPARTURE,Port,LOS ANGELES,2021-11-25 20:12 UTC,4d 57m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
GLADYS S,DEPARTURE,Port,LOS ANGELES,2021-11-25 17:40 UTC,3d 16h 35m,Not in Transit,Other Passenger,PASSENGER SHIPS
MANU KAI,DEPARTURE,Port,LOS ANGELES,2021-11-25 17:39 UTC,17d 15h 6m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
CHRISTY S,DEPARTURE,Port,LOS ANGELES,2021-11-25 13:59 UTC,7d 11h 33m,Not in Transit,Other Passenger,PASSENGER SHIPS
VOLANS,DEPARTURE,Port,LOS ANGELES,2021-11-25 13:01 UTC,6d 23h 54m,Not in Transit,Container Ship,CONTAINER SHIPS
HYUNDAI PRESTIGE,DEPARTURE,Port,LOS ANGELES,2021-11-25 02:36 UTC,3d 14h 16m,Not in Transit,Container Ship,CONTAINER SHIPS
BO BRUSCO,DEPARTURE,Port,LOS ANGELES,2021-11-26 23:48 UTC,2h 1m,Not in Transit,Other Special Craft,OTHER MARKETS
JOHN QUIGG,DEPARTURE,Port,LOS ANGELES,2021-11-26 23:45 UTC,2h 1m,Not in Transit,Tug,SUPPORTING VESSELS
CHRISTOPHER,DEPARTURE,Port,LOS ANGELES,2021-11-26 23:45 UTC,56m,Not in Transit,Other Passenger,PASSENGER SHIPS
CAT EXPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-26 23:15 UTC,3h 45m,Not in Transit,Other Passenger,PASSENGER SHIPS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-26 23:11 UTC,1h 57m,Not in Transit,Tug,SUPPORTING VESSELS
MERITYMEIII,DEPARTURE,Port,LOS ANGELES,2021-11-26 22:26 UTC,1h 28m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
TRIUMPHANT,DEPARTURE,Port,LOS ANGELES,2021-11-26 22:14 UTC,2h 27m,Not in Transit,Other Passenger,PASSENGER SHIPS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-26 21:45 UTC,28m,In Transit,Pilot Boat,SUPPORTING VESSELS
MICHELLE SLOAN,DEPARTURE,Port,LOS ANGELES,2021-11-26 21:23 UTC,1h 4m,Not in Transit,Tug,SUPPORTING VESSELS
JAMIE ANN,DEPARTURE,Port,LOS ANGELES,2021-11-26 21:15 UTC,1h 30m,Not in Transit,Other Special Craft,OTHER MARKETS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-26 21:13 UTC,1h 2m,Not in Transit,Tug,SUPPORTING VESSELS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-26 20:56 UTC,38m,Not in Transit,Other Special Craft,OTHER MARKETS
FIREBOAT 15,DEPARTURE,Port,LOS ANGELES,2021-11-26 19:38 UTC,24m,Not in Transit,Other Special Craft,OTHER MARKETS
CHRISTY S,DEPARTURE,Port,LOS ANGELES,2021-11-26 19:34 UTC,1h 6m,Not in Transit,Other Passenger,PASSENGER SHIPS
GOOD JU JU,DEPARTURE,Port,LOS ANGELES,2021-11-26 17:57 UTC,55m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
PATRICK,DEPARTURE,Port,LOS ANGELES,2021-11-26 17:45 UTC,1h 40m,Not in Transit,Supply Vessel,SUPPORTING VESSELS
PILOT BOAT POLARIS 3,DEPARTURE,Port,LOS ANGELES,2021-11-26 15:55 UTC,59m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
MADELINE B HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-26 15:50 UTC,1h 6m,Not in Transit,Other Special Craft,OTHER MARKETS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-26 15:48 UTC,1h 4m,Not in Transit,Other Special Craft,OTHER MARKETS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-26 08:30 UTC,3h 41m,Not in Transit,Tug,SUPPORTING VESSELS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-26 04:28 UTC,1h 24m,Not in Transit,Tug,SUPPORTING VESSELS
ADMIRAL,DEPARTURE,Port,LOS ANGELES,2021-11-26 23:11 UTC,8h 34m,Not in Transit,Tug,SUPPORTING VESSELS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-26 21:13 UTC,7h 59m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
CHELSEA MARIE,DEPARTURE,Port,LOS ANGELES,2021-11-26 20:02 UTC,10h 15m,Not in Transit,Other Fishing,FISHING
MICHELLE SLOAN,DEPARTURE,Port,LOS ANGELES,2021-11-26 17:25 UTC,13h 37m,Not in Transit,Tug,SUPPORTING VESSELS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-26 17:16 UTC,6h 30m,Not in Transit,Tug,SUPPORTING VESSELS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-26 16:34 UTC,7h 23m,Not in Transit,Tug,SUPPORTING VESSELS
ADMIRAL,DEPARTURE,Port,LOS ANGELES,2021-11-26 11:57 UTC,12h 23m,Not in Transit,Tug,SUPPORTING VESSELS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-26 03:57 UTC,9h 59m,Not in Transit,Tug,SUPPORTING VESSELS
DELTA AUDREY,DEPARTURE,Port,LOS ANGELES,2021-11-26 01:01 UTC,7h 45m,Not in Transit,Tug,SUPPORTING VESSELS
BAYWATCH19,DEPARTURE,Port,LOS ANGELES,2021-11-26 00:30 UTC,5h 9m,Not in Transit,Unspecified,OTHER MARKETS
CATALINA PROVIDER,DEPARTURE,Port,LOS ANGELES,2021-11-26 23:30 UTC,1d 20h 6m,Not in Transit,Other Cargo,DRY BREAKBULK
LEADER,DEPARTURE,Port,LOS ANGELES,2021-11-26 23:07 UTC,21h 20m,Not in Transit,Tug,SUPPORTING VESSELS
BROOKS M HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-26 21:14 UTC,17h 30m,Not in Transit,Other Special Craft,OTHER MARKETS
CHRISTOPHER,DEPARTURE,Port,LOS ANGELES,2021-11-26 21:06 UTC,19h 31m,Not in Transit,Other Passenger,PASSENGER SHIPS
V.A.POINT VICENTE,DEPARTURE,Port,LOS ANGELES,2021-11-26 19:18 UTC,1d 18h 29m,Not in Transit,Other Special Craft,OTHER MARKETS
LA SIRENA,DEPARTURE,Port,LOS ANGELES,2021-11-26 19:09 UTC,1d 18h 27m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
THE REAGAN YEARS,DEPARTURE,Port,LOS ANGELES,2021-11-26 18:48 UTC,1d 18h 28m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-26 18:43 UTC,17h 12m,Not in Transit,Other Special Craft,OTHER MARKETS
MONTE CARLO,DEPARTURE,Port,LOS ANGELES,2021-11-26 18:37 UTC,1d 18h 31m,Not in Transit,Other Fishing,FISHING
BAYWATCH19,DEPARTURE,Port,LOS ANGELES,2021-11-26 18:31 UTC,17h 35m,Not in Transit,Unspecified,OTHER MARKETS
CAT EXPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-26 17:08 UTC,20h 25m,Not in Transit,Other Passenger,PASSENGER SHIPS
CHRISTY S,DEPARTURE,Port,LOS ANGELES,2021-11-26 16:56 UTC,1d 1h 58m,Not in Transit,Other Passenger,PASSENGER SHIPS
KENNETH CARL,DEPARTURE,Port,LOS ANGELES,2021-11-26 16:09 UTC,1d 19h 3m,Not in Transit,Pollution Control Vessel,SUPPORTING VESSELS
ANN T CHERAMIE,DEPARTURE,Port,LOS ANGELES,2021-11-26 15:33 UTC,21h 34m,Not in Transit,Tug,SUPPORTING VESSELS
ROBYN J,DEPARTURE,Port,LOS ANGELES,2021-11-26 14:42 UTC,22h 18m,Not in Transit,Other Special Craft,OTHER MARKETS
LAGUNA,DEPARTURE,Port,LOS ANGELES,2021-11-26 13:55 UTC,1d 16h 16m,Not in Transit,Other Special Craft,OTHER MARKETS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-26 13:07 UTC,15h 44m,Not in Transit,Other Special Craft,OTHER MARKETS
MASTER,DEPARTURE,Port,LOS ANGELES,2021-11-26 12:57 UTC,20h 59m,Not in Transit,Tug,SUPPORTING VESSELS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-26 12:49 UTC,14h 3m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
HERCULES,DEPARTURE,Port,LOS ANGELES,2021-11-26 12:16 UTC,20h 18m,Not in Transit,Other Special Craft,OTHER MARKETS
MADELINE B HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-26 10:28 UTC,18h 23m,Not in Transit,Other Special Craft,OTHER MARKETS
KEFALONIA,DEPARTURE,Port,LOS ANGELES,2021-11-26 08:30 UTC,1d 8h 21m,Not in Transit,Oil Products Tanker,WET BULK
CHELSEA MARIE,DEPARTURE,Port,LOS ANGELES,2021-11-26 05:22 UTC,1d 19h 41m,Not in Transit,Other Fishing,FISHING
DELTA TERESA,DEPARTURE,Port,LOS ANGELES,2021-11-26 01:05 UTC,1d 6h 37m,Not in Transit,Other Special Craft,OTHER MARKETS
MICHELLE SLOAN,DEPARTURE,Port,LOS ANGELES,2021-11-26 00:16 UTC,1d 21h 52m,Not in Transit,Tug,SUPPORTING VESSELS
TAVROPOS,DEPARTURE,Port,LOS ANGELES,2021-11-26 21:13 UTC,2d 12h 5m,Not in Transit,Crude Oil Tanker,WET BULK
CG ROBERT WARD,DEPARTURE,Port,LOS ANGELES,2021-11-26 20:39 UTC,2d 2h 21m,Not in Transit,Search & Rescue,SUPPORTING VESSELS
MYSTIC SEA,DEPARTURE,Port,LOS ANGELES,2021-11-26 18:00 UTC,11d 19h 44m,Not in Transit,Sailing Vessel,PLEASURE CRAFT
AVALON EXPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-26 17:54 UTC,20d 20h 57m,Not in Transit,Passenger Vessel,PASSENGER SHIPS
BREATHE,DEPARTURE,Port,LOS ANGELES,2021-11-26 01:09 UTC,3d 6h 3m,Not in Transit,Sailing Vessel,PLEASURE CRAFT
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-27 23:58 UTC,1h 1m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
JOHN QUIGG,DEPARTURE,Port,LOS ANGELES,2021-11-27 23:55 UTC,1h 29m,Not in Transit,Tug,SUPPORTING VESSELS
CHRISTOPHER,DEPARTURE,Port,LOS ANGELES,2021-11-27 23:37 UTC,53m,Not in Transit,Other Passenger,PASSENGER SHIPS
CAT EXPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-27 23:15 UTC,2h 32m,Not in Transit,Other Passenger,PASSENGER SHIPS
OH COOP,DEPARTURE,Port,LOS ANGELES,2021-11-27 23:00 UTC,1h 25m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
FOUNTAIN FISH TEAM,DEPARTURE,Port,LOS ANGELES,2021-11-27 23:00 UTC,1h 59m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
TRIUMPHANT,DEPARTURE,Port,LOS ANGELES,2021-11-27 22:16 UTC,1h 13m,Not in Transit,Other Passenger,PASSENGER SHIPS
VICKI ANN,DEPARTURE,Port,LOS ANGELES,2021-11-27 21:59 UTC,56m,Not in Transit,Other Special Craft,OTHER MARKETS
BIG BLUE,DEPARTURE,Port,LOS ANGELES,2021-11-27 21:40 UTC,36m,Not in Transit,Other Pleasure Craft,PLEASURE CRAFT
CHRISTOPHER,DEPARTURE,Port,LOS ANGELES,2021-11-27 21:03 UTC,52m,Not in Transit,Other Passenger,PASSENGER SHIPS
MONTE CARLO,DEPARTURE,Port,LOS ANGELES,2021-11-27 20:59 UTC,53m,Not in Transit,Other Fishing,FISHING
CHRISTY S,DEPARTURE,Port,LOS ANGELES,2021-11-27 20:55 UTC,2h 26m,Not in Transit,Other Passenger,PASSENGER SHIPS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-27 20:51 UTC,3h 21m,Not in Transit,Other Special Craft,OTHER MARKETS
LA ESPADA,DEPARTURE,Port,LOS ANGELES,2021-11-27 18:48 UTC,48m,Not in Transit,Other Passenger,PASSENGER SHIPS
PILOT BOAT POLARIS 3,DEPARTURE,Port,LOS ANGELES,2021-11-27 18:18 UTC,1h 3m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
ROBYN J,DEPARTURE,Port,LOS ANGELES,2021-11-27 17:37 UTC,1h 31m,Not in Transit,Other Special Craft,OTHER MARKETS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-27 15:33 UTC,50m,Not in Transit,Other Special Craft,OTHER MARKETS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-27 15:08 UTC,3h 39m,Not in Transit,Other Special Craft,OTHER MARKETS
PONO,DEPARTURE,Port,LOS ANGELES,2021-11-27 14:11 UTC,1h 55m,Not in Transit,Other Special Craft,OTHER MARKETS
GERONIMO,DEPARTURE,Port,LOS ANGELES,2021-11-27 14:11 UTC,2h 31m,Not in Transit,Tug,SUPPORTING VESSELS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-27 13:08 UTC,18m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
MILLENNIUM FALCON,DEPARTURE,Port,LOS ANGELES,2021-11-27 04:37 UTC,3h ,Not in Transit,Tug,SUPPORTING VESSELS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-27 04:30 UTC,1h 11m,Not in Transit,Tug,SUPPORTING VESSELS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-27 04:24 UTC,28m,In Transit,Other Special Craft,OTHER MARKETS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-27 03:25 UTC,35m,Not in Transit,Other Special Craft,OTHER MARKETS
TRIUMPHANT,DEPARTURE,Port,LOS ANGELES,2021-11-27 02:35 UTC,39m,Not in Transit,Other Passenger,PASSENGER SHIPS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-27 02:26 UTC,1h 10m,Not in Transit,Other Special Craft,OTHER MARKETS
MICHELLE SLOAN,DEPARTURE,Port,LOS ANGELES,2021-11-27 01:14 UTC,2h 8m,Not in Transit,Tug,SUPPORTING VESSELS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-27 01:13 UTC,2h 6m,Not in Transit,Tug,SUPPORTING VESSELS
TRIUMPHANT,DEPARTURE,Port,LOS ANGELES,2021-11-27 00:41 UTC,51m,Not in Transit,Other Passenger,PASSENGER SHIPS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-27 00:32 UTC,2h 15m,Not in Transit,Other Special Craft,OTHER MARKETS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-27 00:29 UTC,1h 40m,Not in Transit,Other Special Craft,OTHER MARKETS
DR HANK KAPLAN,DEPARTURE,Port,LOS ANGELES,2021-11-27 23:54 UTC,9h 39m,Not in Transit,Tug,SUPPORTING VESSELS
HERCULES,DEPARTURE,Port,LOS ANGELES,2021-11-27 23:40 UTC,10h 33m,Not in Transit,Other Special Craft,OTHER MARKETS
ANGELS NAVIGATOR,DEPARTURE,Port,LOS ANGELES,2021-11-27 22:35 UTC,9h 9m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
ROBYN J,DEPARTURE,Port,LOS ANGELES,2021-11-27 15:03 UTC,13h 48m,Not in Transit,Other Special Craft,OTHER MARKETS
NICHOLAS L,DEPARTURE,Port,LOS ANGELES,2021-11-27 13:16 UTC,11h 14m,Not in Transit,Other Special Craft,OTHER MARKETS
HERCULES,DEPARTURE,Port,LOS ANGELES,2021-11-27 12:24 UTC,10h 9m,Not in Transit,Other Special Craft,OTHER MARKETS
ROYAL MELBOURNE,DEPARTURE,Port,LOS ANGELES,2021-11-27 11:00 UTC,5h 36m,Not in Transit,Other Special Craft,OTHER MARKETS
LEADER,DEPARTURE,Port,LOS ANGELES,2021-11-27 10:58 UTC,10h 31m,Not in Transit,Tug,SUPPORTING VESSELS
ADMIRAL,DEPARTURE,Port,LOS ANGELES,2021-11-27 10:57 UTC,9h ,Not in Transit,Tug,SUPPORTING VESSELS
MADELINE B HAMILTON,DEPARTURE,Port,LOS ANGELES,2021-11-27 06:31 UTC,13h 5m,Not in Transit,Other Special Craft,OTHER MARKETS
NAVIGATOR OF THE SEAS,DEPARTURE,Port,LOS ANGELES,2021-11-27 02:43 UTC,13h 10m,Not in Transit,Passenger Vessel,PASSENGER SHIPS
DELTA AUDREY,DEPARTURE,Port,LOS ANGELES,2021-11-27 00:55 UTC,10h 24m,Not in Transit,Tug,SUPPORTING VESSELS
DELTA TERESA,DEPARTURE,Port,LOS ANGELES,2021-11-27 00:35 UTC,10h 20m,Not in Transit,Other Special Craft,OTHER MARKETS
HERCULES,DEPARTURE,Port,LOS ANGELES,2021-11-27 00:06 UTC,9h 50m,Not in Transit,Other Special Craft,OTHER MARKETS
TORM ASTRID,DEPARTURE,Port,LOS ANGELES,2021-11-27 23:54 UTC,1d 47m,Not in Transit,Oil/Chemical Tanker,WET BULK
MICHELLE SLOAN,DEPARTURE,Port,LOS ANGELES,2021-11-27 23:53 UTC,20h 26m,Not in Transit,Tug,SUPPORTING VESSELS
PETER MAC,DEPARTURE,Port,LOS ANGELES,2021-11-27 22:03 UTC,2d 1h 29m,Not in Transit,Crew Boat,SUPPORTING VESSELS
BAYWATCH19,DEPARTURE,Port,LOS ANGELES,2021-11-27 21:49 UTC,1d 2h 20m,Not in Transit,Unspecified,OTHER MARKETS
LAGUNA,DEPARTURE,Port,LOS ANGELES,2021-11-27 21:00 UTC,23h 34m,Not in Transit,Other Special Craft,OTHER MARKETS
V.A.POINT VICENTE,DEPARTURE,Port,LOS ANGELES,2021-11-27 19:09 UTC,21h 57m,Not in Transit,Other Special Craft,OTHER MARKETS
AVALON EXPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-27 19:06 UTC,22h 25m,Not in Transit,Passenger Vessel,PASSENGER SHIPS
CHRISTOPHER,DEPARTURE,Port,LOS ANGELES,2021-11-27 18:36 UTC,17h ,Not in Transit,Other Passenger,PASSENGER SHIPS
MASTER,DEPARTURE,Port,LOS ANGELES,2021-11-27 18:15 UTC,1d 4h 50m,Not in Transit,Tug,SUPPORTING VESSELS
CAT EXPRESS,DEPARTURE,Port,LOS ANGELES,2021-11-27 17:10 UTC,14h 7m,Not in Transit,Other Passenger,PASSENGER SHIPS
CHRISTY S,DEPARTURE,Port,LOS ANGELES,2021-11-27 16:44 UTC,19h 22m,Not in Transit,Other Passenger,PASSENGER SHIPS
VICKI ANN,DEPARTURE,Port,LOS ANGELES,2021-11-27 15:35 UTC,1d 19h 38m,Not in Transit,Other Special Craft,OTHER MARKETS
MONTE CARLO,DEPARTURE,Port,LOS ANGELES,2021-11-27 14:50 UTC,14h 35m,Not in Transit,Other Fishing,FISHING
