Vessel Name,Port Call Type,Port Type,Port At Call,Ata/atd11,Time At Port,In Transit Port Calls,Vessel Type - Detailed,Commercial Market
XIANGRUI1518,DEPARTURE,Port,SHANGHAI,2021-11-14 23:54 UTC,16m,In Transit,Other Cargo,DRY BREAKBULK
YING ZHOU 9,DEPARTURE,Port,SHANGHAI,2021-11-14 23:53 UTC,26m,Not in Transit,High Speed Craft,PASSENGER SHIPS
JI MU,DEPARTURE,Port,SHANGHAI,2021-11-14 23:53 UTC,40m,In Transit,Other Cargo,DRY BREAKBULK
C.H. YANG SHAN 3002,DEPARTURE,Port,SHANGHAI,2021-11-14 23:47 UTC,35m,In Transit,Other Cargo,DRY BREAKBULK
YING ZHOU 7,DEPARTURE,Port,SHANGHAI,2021-11-14 23:45 UTC,14m,Not in Transit,High Speed Craft,PASSENGER SHIPS
YUWANHUO3688,DEPARTURE,Port,SHANGHAI,2021-11-14 23:40 UTC,29m,In Transit,Other Cargo,DRY BREAKBULK
FU HANG ZHI XIN,DEPARTURE,Port,SHANGHAI,2021-11-14 23:36 UTC,54m,In Transit,Other Cargo,DRY BREAKBULK
HAI GANG 3,DEPARTURE,Port,SHANGHAI,2021-11-14 23:33 UTC,46m,Not in Transit,Other Special Craft,OTHER MARKETS
LONG DA YOU 6,DEPARTURE,Port,SHANGHAI,2021-11-14 23:14 UTC,30m,In Transit,Other Tanker,WET BULK
CHANG DA 207,DEPARTURE,Port,SHANGHAI,2021-11-14 22:58 UTC,32m,In Transit,Other Cargo,DRY BREAKBULK
BO KANG 66,DEPARTURE,Port,SHANGHAI,2021-11-14 22:57 UTC,26m,In Transit,Other Cargo,DRY BREAKBULK
HAIXING828,DEPARTURE,Port,SHANGHAI,2021-11-14 22:54 UTC,25m,In Transit,Other Cargo,DRY BREAKBULK
KEJIAN,DEPARTURE,Port,SHANGHAI,2021-11-14 22:54 UTC,26m,In Transit,Other Cargo,DRY BREAKBULK
ZHENGHANG168,DEPARTURE,Port,SHANGHAI,2021-11-14 22:50 UTC,1h ,In Transit,Other Cargo,DRY BREAKBULK
CHANG YAO HAI,DEPARTURE,Port,SHANGHAI,2021-11-14 22:49 UTC,28m,In Transit,Bulk Carrier,DRY BULK
HAI CHUAN 998,DEPARTURE,Port,SHANGHAI,2021-11-14 22:46 UTC,30m,In Transit,Other Cargo,DRY BREAKBULK
SHUN HENG 7,DEPARTURE,Port,SHANGHAI,2021-11-14 22:40 UTC,33m,In Transit,Other Cargo,DRY BREAKBULK
SHI HUA 66,DEPARTURE,Port,SHANGHAI,2021-11-14 22:33 UTC,22m,In Transit,Bulk Carrier,DRY BULK
HANG DA 02,DEPARTURE,Port,SHANGHAI,2021-11-14 22:31 UTC,44m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
BAI XIANG,DEPARTURE,Port,SHANGHAI,2021-11-14 22:22 UTC,51m,In Transit,Other Cargo,DRY BREAKBULK
XIN HAI SHUN,DEPARTURE,Port,SHANGHAI,2021-11-14 22:02 UTC,53m,In Transit,Other Cargo,DRY BREAKBULK
YIN GANG 5,DEPARTURE,Port,SHANGHAI,2021-11-14 21:56 UTC,20m,In Transit,Other Cargo,DRY BREAKBULK
DA QING 453,DEPARTURE,Port,SHANGHAI,2021-11-14 21:46 UTC,48m,In Transit,Crude Oil Tanker,WET BULK
HAI LIAN 67,DEPARTURE,Port,SHANGHAI,2021-11-14 21:40 UTC,53m,In Transit,Other Cargo,DRY BREAKBULK
HU HANG 20,DEPARTURE,Port,SHANGHAI,2021-11-14 21:35 UTC,32m,Not in Transit,Other Passenger,PASSENGER SHIPS
SU JUN BO 598,DEPARTURE,Port,SHANGHAI,2021-11-14 21:32 UTC,58m,In Transit,Dredger,OTHER MARKETS
JIN TAI ZHOU,DEPARTURE,Port,SHANGHAI,2021-11-14 21:25 UTC,1h ,In Transit,Other Cargo,DRY BREAKBULK
JINMA99,DEPARTURE,Port,SHANGHAI,2021-11-14 21:22 UTC,41m,In Transit,Other Cargo,DRY BREAKBULK
SHEN ZHOU TENG FEI,DEPARTURE,Port,SHANGHAI,2021-11-14 21:13 UTC,34m,In Transit,Other Cargo,DRY BREAKBULK
FAN AN 226,DEPARTURE,Port,SHANGHAI,2021-11-14 21:04 UTC,43m,In Transit,Other Cargo,DRY BREAKBULK
RUN FA CHANG JIU,DEPARTURE,Port,SHANGHAI,2021-11-14 21:03 UTC,39m,In Transit,Other Cargo,DRY BREAKBULK
XINLUO9,DEPARTURE,Port,SHANGHAI,2021-11-14 20:53 UTC,23m,In Transit,Other Cargo,DRY BREAKBULK
JIAXING17,DEPARTURE,Port,SHANGHAI,2021-11-14 20:50 UTC,27m,In Transit,Other Cargo,DRY BREAKBULK
HUI HONG PING AN,DEPARTURE,Port,SHANGHAI,2021-11-14 20:48 UTC,52m,In Transit,Other Cargo,DRY BREAKBULK
RUN HONG 2,DEPARTURE,Port,SHANGHAI,2021-11-14 20:45 UTC,46m,In Transit,Other Cargo,DRY BREAKBULK
YING HANG 968,DEPARTURE,Port,SHANGHAI,2021-11-14 20:32 UTC,44m,Not in Transit,Other Cargo,DRY BREAKBULK
RUN ZE 99,DEPARTURE,Port,SHANGHAI,2021-11-14 20:31 UTC,42m,In Transit,Other Cargo,DRY BREAKBULK
SHUNHANG108,DEPARTURE,Port,SHANGHAI,2021-11-14 20:27 UTC,37m,In Transit,Other Cargo,DRY BREAKBULK
QISHUN368,DEPARTURE,Port,SHANGHAI,2021-11-14 20:25 UTC,42m,In Transit,Other Cargo,DRY BREAKBULK
JUN XIN 166,DEPARTURE,Port,SHANGHAI,2021-11-14 20:13 UTC,47m,In Transit,Other Cargo,DRY BREAKBULK
ZHEHUZHOUHUO5883,DEPARTURE,Port,SHANGHAI,2021-11-14 20:11 UTC,26m,In Transit,Other Cargo,DRY BREAKBULK
MING JUE888,DEPARTURE,Port,SHANGHAI,2021-11-14 20:10 UTC,28m,In Transit,Other Cargo,DRY BREAKBULK
SUYANCHENGHUO221555,DEPARTURE,Port,SHANGHAI,2021-11-14 20:05 UTC,57m,In Transit,Other Cargo,DRY BREAKBULK
XIN TAI PING,DEPARTURE,Port,SHANGHAI,2021-11-14 20:04 UTC,34m,In Transit,General Cargo,DRY BREAKBULK
WANXINSHENGHUO588,DEPARTURE,Port,SHANGHAI,2021-11-14 20:04 UTC,23m,In Transit,Other Cargo,DRY BREAKBULK
XINHUASHENG21,DEPARTURE,Port,SHANGHAI,2021-11-14 19:54 UTC,51m,Not in Transit,Other Cargo,DRY BREAKBULK
SHENZHOU988,DEPARTURE,Port,SHANGHAI,2021-11-14 19:49 UTC,37m,In Transit,Other Cargo,DRY BREAKBULK
XIANG RUI 5198,DEPARTURE,Port,SHANGHAI,2021-11-14 19:24 UTC,59m,In Transit,Other Cargo,DRY BREAKBULK
FEI YANG 1,DEPARTURE,Port,SHANGHAI,2021-11-14 19:23 UTC,52m,In Transit,Other Cargo,DRY BREAKBULK
C H YANGSHAN3001,DEPARTURE,Port,SHANGHAI,2021-11-14 19:22 UTC,18m,Not in Transit,Other Cargo,DRY BREAKBULK
HENG TONG XIN YUN,DEPARTURE,Port,SHANGHAI,2021-11-14 19:09 UTC,26m,In Transit,Other Cargo,DRY BREAKBULK
HAIYANG5828,DEPARTURE,Port,SHANGHAI,2021-11-14 19:08 UTC,45m,In Transit,Other Cargo,DRY BREAKBULK
QIAO YUAN 1801,DEPARTURE,Port,SHANGHAI,2021-11-14 19:04 UTC,20m,In Transit,Dredger,OTHER MARKETS
WANSUZHOUHUO2829,DEPARTURE,Port,SHANGHAI,2021-11-14 19:03 UTC,57m,In Transit,Other Cargo,DRY BREAKBULK
HUA XING 86,DEPARTURE,Port,SHANGHAI,2021-11-14 19:02 UTC,40m,In Transit,Other Cargo,DRY BREAKBULK
JIANG HAI ZHI RUI,DEPARTURE,Port,SHANGHAI,2021-11-14 18:59 UTC,14m,Not in Transit,Other Cargo,DRY BREAKBULK
HAI GANG 105,DEPARTURE,Port,SHANGHAI,2021-11-14 18:56 UTC,16m,Not in Transit,Other Special Craft,OTHER MARKETS
WANJINDUO8910,DEPARTURE,Port,SHANGHAI,2021-11-14 18:55 UTC,56m,In Transit,Other Cargo,DRY BREAKBULK
YUE.YANG.YANG.SHAN,DEPARTURE,Port,SHANGHAI,2021-11-14 18:53 UTC,11m,Not in Transit,Other Cargo,DRY BREAKBULK
TIAN QI 008,DEPARTURE,Port,SHANGHAI,2021-11-14 18:52 UTC,7m,Not in Transit,Dredger,OTHER MARKETS
TONG LING BO 1006,DEPARTURE,Port,SHANGHAI,2021-11-14 18:51 UTC,9m,Not in Transit,Other Cargo,DRY BREAKBULK
JIANXIANG19,DEPARTURE,Port,SHANGHAI,2021-11-14 18:50 UTC,8m,Not in Transit,Other Cargo,DRY BREAKBULK
ZHUO YUAN 66,DEPARTURE,Port,SHANGHAI,2021-11-14 18:50 UTC,26m,In Transit,Other Tanker,WET BULK
YI DING 9,DEPARTURE,Port,SHANGHAI,2021-11-14 18:48 UTC,33m,In Transit,Other Tanker,WET BULK
HANHAI 3 HAO,DEPARTURE,Port,SHANGHAI,2021-11-14 18:47 UTC,17m,Not in Transit,Other Cargo,DRY BREAKBULK
ZEXIANGYU25123,DEPARTURE,Port,SHANGHAI,2021-11-14 18:46 UTC,32m,Not in Transit,Other Fishing,FISHING
QIANKUNHEXIE,DEPARTURE,Port,SHANGHAI,2021-11-14 18:44 UTC,5m,Not in Transit,Other Cargo,DRY BREAKBULK
HAO HAI307,DEPARTURE,Port,SHANGHAI,2021-11-14 18:44 UTC,28m,In Transit,Dredger,OTHER MARKETS
HE SHENG SHUN 98,DEPARTURE,Port,SHANGHAI,2021-11-14 18:42 UTC,33m,In Transit,Other Cargo,DRY BREAKBULK
PING AN LUN,DEPARTURE,Port,SHANGHAI,2021-11-14 18:35 UTC,20m,In Transit,Dredger,OTHER MARKETS
FUHUAYOU37,DEPARTURE,Port,SHANGHAI,2021-11-14 18:24 UTC,21m,In Transit,Other Tanker,WET BULK
HENG LONG 8,DEPARTURE,Port,SHANGHAI,2021-11-14 18:12 UTC,1h ,In Transit,Other Cargo,DRY BREAKBULK
HONG CHENG YUN 87,DEPARTURE,Port,SHANGHAI,2021-11-14 18:06 UTC,40m,In Transit,Other Cargo,DRY BREAKBULK
TONG QING 18,DEPARTURE,Port,SHANGHAI,2021-11-14 18:02 UTC,37m,In Transit,Other Cargo,DRY BREAKBULK
HENG HUI 57,DEPARTURE,Port,SHANGHAI,2021-11-14 18:01 UTC,18m,In Transit,Other Tanker,WET BULK
BEI LA JIA,DEPARTURE,Port,SHANGHAI,2021-11-14 18:00 UTC,22m,In Transit,Other Cargo,DRY BREAKBULK
WEI TONG 5,DEPARTURE,Port,SHANGHAI,2021-11-14 17:50 UTC,34m,In Transit,Other Cargo,DRY BREAKBULK
NING SHEN HAI YOU 1,DEPARTURE,Port,SHANGHAI,2021-11-14 17:49 UTC,34m,In Transit,Other Tanker,WET BULK
JIE BANG 68,DEPARTURE,Port,SHANGHAI,2021-11-14 17:46 UTC,50m,In Transit,Other Cargo,DRY BREAKBULK
NING YANG YOU 8,DEPARTURE,Port,SHANGHAI,2021-11-14 17:26 UTC,32m,In Transit,Other Tanker,WET BULK
TONG SHENG 001,DEPARTURE,Port,SHANGHAI,2021-11-14 17:17 UTC,53m,Not in Transit,Other Special Craft,OTHER MARKETS
FU YUN 929,DEPARTURE,Port,SHANGHAI,2021-11-14 17:16 UTC,23m,In Transit,Other Cargo,DRY BREAKBULK
XIN SHENG SHENG 2,DEPARTURE,Port,SHANGHAI,2021-11-14 17:14 UTC,33m,In Transit,Other Cargo,DRY BREAKBULK
ZHE DONG JI 185,DEPARTURE,Port,SHANGHAI,2021-11-14 17:03 UTC,27m,In Transit,Other Cargo,DRY BREAKBULK
XIANGTONG929,DEPARTURE,Port,SHANGHAI,2021-11-14 17:01 UTC,39m,In Transit,Other Cargo,DRY BREAKBULK
JIARUN78,DEPARTURE,Port,SHANGHAI,2021-11-14 16:51 UTC,42m,In Transit,Other Cargo,DRY BREAKBULK
JIANG HAI ZHI YUE,DEPARTURE,Port,SHANGHAI,2021-11-14 16:43 UTC,43m,In Transit,Other Cargo,DRY BREAKBULK
JIU HUA SHAN21,DEPARTURE,Port,SHANGHAI,2021-11-14 16:36 UTC,27m,In Transit,Other Cargo,DRY BREAKBULK
SU SHUN 9,DEPARTURE,Port,SHANGHAI,2021-11-14 16:23 UTC,57m,In Transit,Other Cargo,DRY BREAKBULK
TONG HAI BAI DA,DEPARTURE,Port,SHANGHAI,2021-11-14 16:23 UTC,32m,In Transit,Other Cargo,DRY BREAKBULK
CHANGHANGYANGSHAN1,DEPARTURE,Port,SHANGHAI,2021-11-14 16:10 UTC,53m,In Transit,Other Cargo,DRY BREAKBULK
CHANG XIN 618,DEPARTURE,Port,SHANGHAI,2021-11-14 16:08 UTC,1h ,In Transit,Other Cargo,DRY BREAKBULK
SHENGDA99,DEPARTURE,Port,SHANGHAI,2021-11-14 16:05 UTC,29m,In Transit,Other Cargo,DRY BREAKBULK
FEIXIONG8,DEPARTURE,Port,SHANGHAI,2021-11-14 16:03 UTC,31m,In Transit,Other Cargo,DRY BREAKBULK
TONG DA JI006298,DEPARTURE,Port,SHANGHAI,2021-11-14 16:02 UTC,21m,In Transit,Other Cargo,DRY BREAKBULK
HU GANG YIN JIAO 6,DEPARTURE,Port,SHANGHAI,2021-11-14 16:01 UTC,59m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
XUHUI990,DEPARTURE,Port,SHANGHAI,2021-11-14 15:58 UTC,37m,In Transit,Other Cargo,DRY BREAKBULK
SHENG WANG1201,DEPARTURE,Port,SHANGHAI,2021-11-14 15:57 UTC,52m,In Transit,Other Cargo,DRY BREAKBULK
FEIYANG5,DEPARTURE,Port,SHANGHAI,2021-11-14 15:56 UTC,23m,In Transit,Other Cargo,DRY BREAKBULK
ZHEJIAXINGHUO03283,DEPARTURE,Port,SHANGHAI,2021-11-14 15:53 UTC,32m,In Transit,Other Cargo,DRY BREAKBULK
XIANG KUN 7,DEPARTURE,Port,SHANGHAI,2021-11-14 15:47 UTC,34m,In Transit,Other Cargo,DRY BREAKBULK
JIN FENG HAI 1,DEPARTURE,Port,SHANGHAI,2021-11-14 15:47 UTC,45m,In Transit,Other Cargo,DRY BREAKBULK
HUA HAO YUN HAI,DEPARTURE,Port,SHANGHAI,2021-11-14 15:35 UTC,27m,In Transit,Other Cargo,DRY BREAKBULK
HAICHUAN6,DEPARTURE,Port,SHANGHAI,2021-11-14 15:24 UTC,27m,Not in Transit,Other Cargo,DRY BREAKBULK
CHANG TONG 9 HAO,DEPARTURE,Port,SHANGHAI,2021-11-14 15:22 UTC,36m,Not in Transit,Other Cargo,DRY BREAKBULK
SU HAI 7,DEPARTURE,Port,SHANGHAI,2021-11-14 15:21 UTC,45m,In Transit,Other Cargo,DRY BREAKBULK
HONGJIE1,DEPARTURE,Port,SHANGHAI,2021-11-14 15:19 UTC,26m,In Transit,Other Cargo,DRY BREAKBULK
JUN XIN 189,DEPARTURE,Port,SHANGHAI,2021-11-14 14:53 UTC,56m,In Transit,Other Cargo,DRY BREAKBULK
SHENGHAI198,DEPARTURE,Port,SHANGHAI,2021-11-14 14:48 UTC,14m,In Transit,Other Cargo,DRY BREAKBULK
SHENG YUAN FA ZHAN,DEPARTURE,Port,SHANGHAI,2021-11-14 14:44 UTC,16m,In Transit,Other Cargo,DRY BREAKBULK
CHANG LING HAI,DEPARTURE,Port,SHANGHAI,2021-11-14 14:42 UTC,26m,In Transit,Other Cargo,DRY BREAKBULK
GANGJIHUIHUANG,DEPARTURE,Port,SHANGHAI,2021-11-14 14:33 UTC,47m,In Transit,Other Cargo,DRY BREAKBULK
TAI HE XING,DEPARTURE,Port,SHANGHAI,2021-11-14 14:31 UTC,25m,In Transit,Other Cargo,DRY BREAKBULK
HU GANG YIN JIAO 6,DEPARTURE,Port,SHANGHAI,2021-11-14 14:30 UTC,45m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
LUZAOZHUANGHUO3258,DEPARTURE,Port,SHANGHAI,2021-11-14 14:28 UTC,53m,In Transit,Other Cargo,DRY BREAKBULK
JIA HE 27,DEPARTURE,Port,SHANGHAI,2021-11-14 14:27 UTC,16m,In Transit,Other Cargo,DRY BREAKBULK
NAN YU 7,DEPARTURE,Port,SHANGHAI,2021-11-14 14:23 UTC,41m,In Transit,LPG Tanker,LPG CARRIERS
CHANG JIAO HAI,DEPARTURE,Port,SHANGHAI,2021-11-14 14:18 UTC,29m,In Transit,Other Cargo,DRY BREAKBULK
NAVIOS URANUS,DEPARTURE,Port,SHANGHAI,2021-11-14 14:13 UTC,22m,In Transit,Bulk Carrier,DRY BULK
WU JIA ZUI 61,DEPARTURE,Port,SHANGHAI,2021-11-14 13:53 UTC,29m,In Transit,Other Cargo,DRY BREAKBULK
HUA HANG TAI HE,DEPARTURE,Port,SHANGHAI,2021-11-14 13:45 UTC,43m,In Transit,Other Cargo,DRY BREAKBULK
MING JUE 88,DEPARTURE,Port,SHANGHAI,2021-11-14 13:44 UTC,16m,In Transit,Other Cargo,DRY BREAKBULK
AO HAI 9,DEPARTURE,Port,SHANGHAI,2021-11-14 13:25 UTC,34m,In Transit,Other Cargo,DRY BREAKBULK
YU WANG 9,DEPARTURE,Port,SHANGHAI,2021-11-14 13:23 UTC,19m,In Transit,Other Cargo,DRY BREAKBULK
WANSHENG8,DEPARTURE,Port,SHANGHAI,2021-11-14 13:13 UTC,34m,In Transit,Other Tanker,WET BULK
CHENGHONG8,DEPARTURE,Port,SHANGHAI,2021-11-14 13:01 UTC,53m,In Transit,Other Cargo,DRY BREAKBULK
XINGHANGWANG,DEPARTURE,Port,SHANGHAI,2021-11-14 12:55 UTC,38m,In Transit,Other Cargo,DRY BREAKBULK
JIN SHENG DA 18,DEPARTURE,Port,SHANGHAI,2021-11-14 12:54 UTC,25m,In Transit,Other Cargo,DRY BREAKBULK
HAO CHEN 2,DEPARTURE,Port,SHANGHAI,2021-11-14 12:44 UTC,13m,In Transit,Other Cargo,DRY BREAKBULK
CHANGLINTIANZHOU,DEPARTURE,Port,SHANGHAI,2021-11-14 12:36 UTC,57m,In Transit,Other Cargo,DRY BREAKBULK
YUHUI,DEPARTURE,Port,SHANGHAI,2021-11-14 12:36 UTC,37m,In Transit,Other Tanker,WET BULK
TONG ZHOU 6,DEPARTURE,Port,SHANGHAI,2021-11-14 12:19 UTC,17m,In Transit,LPG Tanker,LPG CARRIERS
SHENG WANG1503,DEPARTURE,Port,SHANGHAI,2021-11-14 12:16 UTC,19m,In Transit,Other Cargo,DRY BREAKBULK
ZHOU QIAO 6,DEPARTURE,Port,SHANGHAI,2021-11-14 12:14 UTC,56m,Not in Transit,Other Passenger,PASSENGER SHIPS
WANCHUANGYE1119,DEPARTURE,Port,SHANGHAI,2021-11-14 11:49 UTC,34m,In Transit,Other Cargo,DRY BREAKBULK
CHERRY POINT,DEPARTURE,Port,SHANGHAI,2021-11-14 11:48 UTC,13m,In Transit,Bulk Carrier,DRY BULK
WANCHUANGYE8858,DEPARTURE,Port,SHANGHAI,2021-11-14 11:42 UTC,38m,In Transit,Other Cargo,DRY BREAKBULK
ZHENWEIYOU86,DEPARTURE,Port,SHANGHAI,2021-11-14 11:40 UTC,11m,In Transit,Other Cargo,DRY BREAKBULK
ZEIN,DEPARTURE,Port,SHANGHAI,2021-11-14 11:39 UTC,18m,In Transit,Bulk Carrier,DRY BULK
XIN WAN DA 88,DEPARTURE,Port,SHANGHAI,2021-11-14 11:33 UTC,59m,In Transit,Other Cargo,DRY BREAKBULK
WANXING,DEPARTURE,Port,SHANGHAI,2021-11-14 11:30 UTC,1h ,In Transit,Other Cargo,DRY BREAKBULK
JIN PENG 188,DEPARTURE,Port,SHANGHAI,2021-11-14 11:28 UTC,56m,In Transit,Other Cargo,DRY BREAKBULK
DAYUQIHANG,DEPARTURE,Port,SHANGHAI,2021-11-14 11:25 UTC,33m,In Transit,Other Cargo,DRY BREAKBULK
HENG LI 8,DEPARTURE,Port,SHANGHAI,2021-11-14 11:21 UTC,23m,In Transit,Other Cargo,DRY BREAKBULK
NAN YU 7,DEPARTURE,Port,SHANGHAI,2021-11-14 11:11 UTC,24m,In Transit,LPG Tanker,LPG CARRIERS
JIAN XING 71,DEPARTURE,Port,SHANGHAI,2021-11-14 11:04 UTC,17m,In Transit,Other Tanker,WET BULK
HE CHANG,DEPARTURE,Port,SHANGHAI,2021-11-14 11:03 UTC,35m,In Transit,Other Cargo,DRY BREAKBULK
RUN YOU 998,DEPARTURE,Port,SHANGHAI,2021-11-14 10:59 UTC,27m,In Transit,Other Cargo,DRY BREAKBULK
HAI GANG 41,DEPARTURE,Port,SHANGHAI,2021-11-14 10:53 UTC,29m,Not in Transit,Unspecified,OTHER MARKETS
JIE BANG 68,DEPARTURE,Port,SHANGHAI,2021-11-14 10:43 UTC,45m,In Transit,Other Cargo,DRY BREAKBULK
TAI SHENG 57,DEPARTURE,Port,SHANGHAI,2021-11-14 10:34 UTC,44m,In Transit,Other Cargo,DRY BREAKBULK
XINQIZHOU,DEPARTURE,Port,SHANGHAI,2021-11-14 10:29 UTC,54m,In Transit,Other Cargo,DRY BREAKBULK
CHANG AN HAI,DEPARTURE,Port,SHANGHAI,2021-11-14 10:25 UTC,35m,In Transit,General Cargo,DRY BREAKBULK
TY NOBLE,DEPARTURE,Port,SHANGHAI,2021-11-14 10:18 UTC,44m,In Transit,General Cargo,DRY BREAKBULK
ZHONG LIAN 56,DEPARTURE,Port,SHANGHAI,2021-11-14 10:16 UTC,19m,In Transit,Other Cargo,DRY BREAKBULK
HU GANG YIN JIAO 16,DEPARTURE,Port,SHANGHAI,2021-11-14 10:04 UTC,46m,In Transit,Pilot Boat,SUPPORTING VESSELS
JIU ZHOU 706,DEPARTURE,Port,SHANGHAI,2021-11-14 10:04 UTC,18m,In Transit,Other Cargo,DRY BREAKBULK
SHENZHOUAOXIANG,DEPARTURE,Port,SHANGHAI,2021-11-14 09:52 UTC,40m,Not in Transit,Other Cargo,DRY BREAKBULK
AN JI 22,DEPARTURE,Port,SHANGHAI,2021-11-14 09:50 UTC,45m,In Transit,Ro-Ro/Vehicles Carrier,RO/RO
HAIGANG52,DEPARTURE,Port,SHANGHAI,2021-11-14 09:41 UTC,22m,Not in Transit,Other Special Craft,OTHER MARKETS
CHANGLIANGHAI,DEPARTURE,Port,SHANGHAI,2021-11-14 09:37 UTC,42m,In Transit,Bulk Carrier,DRY BULK
ZHE DAI 80318,DEPARTURE,Port,SHANGHAI,2021-11-14 09:34 UTC,32m,In Transit,Other Cargo,DRY BREAKBULK
HUA GUANG 72,DEPARTURE,Port,SHANGHAI,2021-11-14 09:18 UTC,54m,In Transit,Other Tanker,WET BULK
XIN HONG JIANG,DEPARTURE,Port,SHANGHAI,2021-11-14 09:17 UTC,23m,In Transit,Other Cargo,DRY BREAKBULK
LINGHAIJUN 5298,DEPARTURE,Port,SHANGHAI,2021-11-14 09:16 UTC,59m,Not in Transit,Dredger,OTHER MARKETS
FEI YI 12,DEPARTURE,Port,SHANGHAI,2021-11-14 08:58 UTC,41m,Not in Transit,High Speed Craft,PASSENGER SHIPS
CHERRY POINT,DEPARTURE,Port,SHANGHAI,2021-11-14 08:57 UTC,23m,In Transit,Bulk Carrier,DRY BULK
YONG LE JUN ER,DEPARTURE,Port,SHANGHAI,2021-11-14 08:47 UTC,1h ,In Transit,Other Cargo,DRY BREAKBULK
FEI YANG19,DEPARTURE,Port,SHANGHAI,2021-11-14 08:46 UTC,56m,In Transit,Other Cargo,DRY BREAKBULK
ZUNHAI8,DEPARTURE,Port,SHANGHAI,2021-11-14 08:42 UTC,33m,In Transit,Other Cargo,DRY BREAKBULK
XIN ZHENG CHENG,DEPARTURE,Port,SHANGHAI,2021-11-14 08:37 UTC,27m,Not in Transit,High Speed Craft,PASSENGER SHIPS
CHANG FEI HAI,DEPARTURE,Port,SHANGHAI,2021-11-14 08:35 UTC,58m,In Transit,General Cargo,DRY BREAKBULK
FEI YI 12,DEPARTURE,Port,SHANGHAI,2021-11-14 08:26 UTC,9m,Not in Transit,High Speed Craft,PASSENGER SHIPS
ZHONG HANG 68,DEPARTURE,Port,SHANGHAI,2021-11-14 08:21 UTC,46m,In Transit,Other Cargo,DRY BREAKBULK
HE CHANG,DEPARTURE,Port,SHANGHAI,2021-11-14 08:20 UTC,22m,In Transit,Other Cargo,DRY BREAKBULK
AMIS BRAVE,DEPARTURE,Port,SHANGHAI,2021-11-14 08:17 UTC,31m,In Transit,Bulk Carrier,DRY BULK
DING HENG 17,DEPARTURE,Port,SHANGHAI,2021-11-14 08:17 UTC,26m,In Transit,Chemical Tanker,WET BULK
XINGHANG131,DEPARTURE,Port,SHANGHAI,2021-11-14 08:16 UTC,49m,In Transit,Other Cargo,DRY BREAKBULK
HAIXUN 0108,DEPARTURE,Port,SHANGHAI,2021-11-14 08:14 UTC,51m,In Transit,Other Special Craft,OTHER MARKETS
HAI GUAN SHAN 5,DEPARTURE,Port,SHANGHAI,2021-11-14 08:08 UTC,31m,In Transit,Other Tanker,WET BULK
BI HAI 9,DEPARTURE,Port,SHANGHAI,2021-11-14 08:07 UTC,38m,Not in Transit,Other Passenger,PASSENGER SHIPS
BO YUAN DONG,DEPARTURE,Port,SHANGHAI,2021-11-14 08:07 UTC,13m,In Transit,Other Cargo,DRY BREAKBULK
CLEAROCEAN EMERALD,DEPARTURE,Port,SHANGHAI,2021-11-14 07:59 UTC,51m,In Transit,Crude Oil Tanker,WET BULK
TAI SHENG 57,DEPARTURE,Port,SHANGHAI,2021-11-14 07:51 UTC,22m,In Transit,Other Cargo,DRY BREAKBULK
HAI XUN 160,DEPARTURE,Port,SHANGHAI,2021-11-14 07:51 UTC,36m,In Transit,Other Special Craft,OTHER MARKETS
CHANG XIN JIANG,DEPARTURE,Port,SHANGHAI,2021-11-14 07:49 UTC,39m,In Transit,Other Cargo,DRY BREAKBULK
SUQIXINRONG7,DEPARTURE,Port,SHANGHAI,2021-11-14 07:48 UTC,55m,Not in Transit,Other Special Craft,OTHER MARKETS
JIU ZHOU 708,DEPARTURE,Port,SHANGHAI,2021-11-14 07:46 UTC,19m,In Transit,Other Cargo,DRY BREAKBULK
DONG CHENG YOU 161,DEPARTURE,Port,SHANGHAI,2021-11-14 07:44 UTC,36m,In Transit,Other Tanker,WET BULK
ZHESHENGYUGONG80018,DEPARTURE,Port,SHANGHAI,2021-11-14 07:44 UTC,55m,In Transit,Other Fishing,FISHING
SHENG YING 5,DEPARTURE,Port,SHANGHAI,2021-11-14 07:36 UTC,22m,Not in Transit,Other Passenger,PASSENGER SHIPS
QING XIANG 1,DEPARTURE,Port,SHANGHAI,2021-11-14 07:19 UTC,33m,In Transit,Other Cargo,DRY BREAKBULK
HAIXUN 0108,DEPARTURE,Port,SHANGHAI,2021-11-14 07:10 UTC,28m,In Transit,Other Special Craft,OTHER MARKETS
JIN HANG YOU 6,DEPARTURE,Port,SHANGHAI,2021-11-14 07:07 UTC,57m,In Transit,Other Tanker,WET BULK
ZHETONGXIANGCAO00588,DEPARTURE,Port,SHANGHAI,2021-11-14 07:04 UTC,30m,In Transit,Other Cargo,DRY BREAKBULK
YIJIANG888,DEPARTURE,Port,SHANGHAI,2021-11-14 06:55 UTC,23m,In Transit,Other Cargo,DRY BREAKBULK
BAI HUA YUAN,DEPARTURE,Port,SHANGHAI,2021-11-14 06:52 UTC,29m,In Transit,LPG Tanker,LPG CARRIERS
XIANG HAN 8,DEPARTURE,Port,SHANGHAI,2021-11-14 06:45 UTC,21m,In Transit,General Cargo,DRY BREAKBULK
