Vessel Name,Port Call Type,Port Type,Port At Call,Ata/atd11,Time At Port,In Transit Port Calls,Vessel Type - Detailed,Commercial Market
SHENG HANG 113,DEPARTURE,Port,SHANGHAI,2021-11-17 18:41 UTC,58m,In Transit,Other Cargo,DRY BREAKBULK
JING XIANG 988,DEPARTURE,Port,SHANGHAI,2021-11-17 18:38 UTC,32m,In Transit,Other Cargo,DRY BREAKBULK
GANG LONG YUN 2,DEPARTURE,Port,SHANGHAI,2021-11-17 18:38 UTC,49m,In Transit,Other Tanker,WET BULK
WANSHUNHANG9226,DEPARTURE,Port,SHANGHAI,2021-11-17 18:36 UTC,59m,In Transit,Other Cargo,DRY BREAKBULK
CAI HONG DAO 1,DEPARTURE,Port,SHANGHAI,2021-11-17 18:23 UTC,19m,In Transit,Oil/Chemical Tanker,WET BULK
SHAN LEI 2,DEPARTURE,Port,SHANGHAI,2021-11-17 18:22 UTC,34m,In Transit,Other Cargo,DRY BREAKBULK
HAITENG WEI YE 2,DEPARTURE,Port,SHANGHAI,2021-11-17 18:22 UTC,34m,In Transit,Other Cargo,DRY BREAKBULK
SHEN ZHOU AN DA,DEPARTURE,Port,SHANGHAI,2021-11-17 18:21 UTC,18m,In Transit,Other Cargo,DRY BREAKBULK
KAIDA008,DEPARTURE,Port,SHANGHAI,2021-11-17 18:20 UTC,32m,In Transit,Other Cargo,DRY BREAKBULK
WANSHUNHANG9866,DEPARTURE,Port,SHANGHAI,2021-11-17 18:11 UTC,15m,In Transit,Other Cargo,DRY BREAKBULK
DING HENG 17,DEPARTURE,Port,SHANGHAI,2021-11-17 18:06 UTC,24m,In Transit,Chemical Tanker,WET BULK
JINTAI 68,DEPARTURE,Port,SHANGHAI,2021-11-17 18:01 UTC,38m,In Transit,Other Cargo,DRY BREAKBULK
JINMA178,DEPARTURE,Port,SHANGHAI,2021-11-17 18:00 UTC,3m,In Transit,Other Cargo,DRY BREAKBULK
HONG XIANG JIAN SHUN,DEPARTURE,Port,SHANGHAI,2021-11-17 17:58 UTC,32m,Not in Transit,Other Cargo,DRY BREAKBULK
RUI NING 3,DEPARTURE,Port,SHANGHAI,2021-11-17 17:55 UTC,15m,In Transit,Bulk Carrier,DRY BULK
YU FAN 12,DEPARTURE,Port,SHANGHAI,2021-11-17 17:51 UTC,42m,In Transit,Other Cargo,DRY BREAKBULK
HAI GANG 35,DEPARTURE,Port,SHANGHAI,2021-11-17 17:43 UTC,34m,Not in Transit,Other Special Craft,OTHER MARKETS
SHENG JIE 1,DEPARTURE,Port,SHANGHAI,2021-11-17 17:41 UTC,42m,In Transit,General Cargo,DRY BREAKBULK
CHANG QI 6,DEPARTURE,Port,SHANGHAI,2021-11-17 17:29 UTC,45m,In Transit,Other Tanker,WET BULK
HAO YUN 99,DEPARTURE,Port,SHANGHAI,2021-11-17 17:28 UTC,26m,In Transit,Other Cargo,DRY BREAKBULK
CHANG HANG YOU 188,DEPARTURE,Port,SHANGHAI,2021-11-17 17:25 UTC,57m,In Transit,Other Tanker,WET BULK
RUN FA CHANG QING,DEPARTURE,Port,SHANGHAI,2021-11-17 17:23 UTC,32m,In Transit,Other Cargo,DRY BREAKBULK
SU SU TONG 1,DEPARTURE,Port,SHANGHAI,2021-11-17 17:19 UTC,54m,In Transit,Other Cargo,DRY BREAKBULK
RU HANG 9999,DEPARTURE,Port,SHANGHAI,2021-11-17 17:16 UTC,25m,In Transit,Other Cargo,DRY BREAKBULK
FAN AN 81,DEPARTURE,Port,SHANGHAI,2021-11-17 17:13 UTC,56m,In Transit,Dredger,OTHER MARKETS
XIN FANG ZHOU 3,DEPARTURE,Port,SHANGHAI,2021-11-17 17:12 UTC,30m,In Transit,Other Cargo,DRY BREAKBULK
HU GANG YIN JIAO 10,DEPARTURE,Port,SHANGHAI,2021-11-17 17:00 UTC,56m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
ZHESHENG86392,DEPARTURE,Port,SHANGHAI,2021-11-17 16:39 UTC,40m,In Transit,Other Cargo,DRY BREAKBULK
WANTIANYU6618,DEPARTURE,Port,SHANGHAI,2021-11-17 16:39 UTC,42m,In Transit,Other Cargo,DRY BREAKBULK
BAI HUA YUAN,DEPARTURE,Port,SHANGHAI,2021-11-17 16:34 UTC,42m,In Transit,LPG Tanker,LPG CARRIERS
CHENG GONG 77,DEPARTURE,Port,SHANGHAI,2021-11-17 16:34 UTC,58m,In Transit,Other Cargo,DRY BREAKBULK
XING DONG 37,DEPARTURE,Port,SHANGHAI,2021-11-17 16:31 UTC,12m,In Transit,Other Cargo,DRY BREAKBULK
NAN LIAN 203,DEPARTURE,Port,SHANGHAI,2021-11-17 16:29 UTC,17m,In Transit,Oil/Chemical Tanker,WET BULK
CHANG ZHI,DEPARTURE,Port,SHANGHAI,2021-11-17 16:27 UTC,33m,In Transit,Bulk Carrier,DRY BULK
WUHULIANSHUN009,DEPARTURE,Port,SHANGHAI,2021-11-17 16:26 UTC,31m,In Transit,Other Cargo,DRY BREAKBULK
ZHEXIANGYU28019,DEPARTURE,Port,SHANGHAI,2021-11-17 16:19 UTC,19m,In Transit,Other Fishing,FISHING
HUA ZHENG JI YUN,DEPARTURE,Port,SHANGHAI,2021-11-17 16:09 UTC,38m,In Transit,Other Cargo,DRY BREAKBULK
ZHELINYU21555,DEPARTURE,Port,SHANGHAI,2021-11-17 16:01 UTC,16m,In Transit,Other Fishing,FISHING
ZHE JIAO JI 1091,DEPARTURE,Port,SHANGHAI,2021-11-17 15:56 UTC,14m,In Transit,Other Cargo,DRY BREAKBULK
HU GANG YIN JIAO 10,DEPARTURE,Port,SHANGHAI,2021-11-17 15:52 UTC,22m,In Transit,Pilot Boat,SUPPORTING VESSELS
ZHEJIAOJI1005,DEPARTURE,Port,SHANGHAI,2021-11-17 15:48 UTC,30m,In Transit,Other Cargo,DRY BREAKBULK
ZHE DING 55219,DEPARTURE,Port,SHANGHAI,2021-11-17 15:15 UTC,49m,In Transit,Other Cargo,DRY BREAKBULK
ZHESHENGYU62333,DEPARTURE,Port,SHANGHAI,2021-11-17 15:11 UTC,32m,In Transit,Other Fishing,FISHING
DING HENG 1,DEPARTURE,Port,SHANGHAI,2021-11-17 15:02 UTC,57m,In Transit,Chemical Tanker,WET BULK
JIU ZHOU 708,DEPARTURE,Port,SHANGHAI,2021-11-17 14:51 UTC,1h ,In Transit,Other Cargo,DRY BREAKBULK
RUN XING HUI HUANG,DEPARTURE,Port,SHANGHAI,2021-11-17 14:45 UTC,16m,In Transit,Other Cargo,DRY BREAKBULK
XIN SHENG SHENG 5,DEPARTURE,Port,SHANGHAI,2021-11-17 14:43 UTC,32m,In Transit,Other Cargo,DRY BREAKBULK
HAI GANG 41,DEPARTURE,Port,SHANGHAI,2021-11-17 14:30 UTC,40m,Not in Transit,Unspecified,OTHER MARKETS
FANGYUANHUO266,DEPARTURE,Port,SHANGHAI,2021-11-17 14:30 UTC,22m,In Transit,Other Cargo,DRY BREAKBULK
SUHONGYUNHUO 6918,DEPARTURE,Port,SHANGHAI,2021-11-17 14:30 UTC,45m,In Transit,Other Cargo,DRY BREAKBULK
WANYINGHE9989,DEPARTURE,Port,SHANGHAI,2021-11-17 14:23 UTC,1h ,In Transit,Other Cargo,DRY BREAKBULK
HUAYANG13007,DEPARTURE,Port,SHANGHAI,2021-11-17 14:19 UTC,29m,In Transit,Other Cargo,DRY BREAKBULK
SONGYUAN1599,DEPARTURE,Port,SHANGHAI,2021-11-17 14:11 UTC,35m,In Transit,Other Cargo,DRY BREAKBULK
HUA XING 77,DEPARTURE,Port,SHANGHAI,2021-11-17 14:10 UTC,17m,In Transit,Other Cargo,DRY BREAKBULK
JIAHAIHANGYUN039,DEPARTURE,Port,SHANGHAI,2021-11-17 14:04 UTC,18m,In Transit,Other Cargo,DRY BREAKBULK
XIMA2HAO,DEPARTURE,Port,SHANGHAI,2021-11-17 13:59 UTC,44m,In Transit,Other Cargo,DRY BREAKBULK
WANZHONGXING528,DEPARTURE,Port,SHANGHAI,2021-11-17 13:58 UTC,54m,In Transit,Other Cargo,DRY BREAKBULK
XIMA4HAO,DEPARTURE,Port,SHANGHAI,2021-11-17 13:58 UTC,31m,In Transit,Other Cargo,DRY BREAKBULK
WANWEIYAN8688,DEPARTURE,Port,SHANGHAI,2021-11-17 13:55 UTC,46m,In Transit,Other Cargo,DRY BREAKBULK
WAN HUI HE 99,DEPARTURE,Port,SHANGHAI,2021-11-17 13:52 UTC,49m,In Transit,Other Cargo,DRY BREAKBULK
HUAIHUI628,DEPARTURE,Port,SHANGHAI,2021-11-17 13:52 UTC,47m,In Transit,Other Cargo,DRY BREAKBULK
LU JI NING HUO 4979,DEPARTURE,Port,SHANGHAI,2021-11-17 13:51 UTC,52m,In Transit,Other Cargo,DRY BREAKBULK
SULIANYUNGANGHUO6998,DEPARTURE,Port,SHANGHAI,2021-11-17 13:49 UTC,43m,In Transit,Other Cargo,DRY BREAKBULK
YUXINHUO 13689,DEPARTURE,Port,SHANGHAI,2021-11-17 13:45 UTC,43m,In Transit,Other Cargo,DRY BREAKBULK
SULIANYUNGANGHUO9111,DEPARTURE,Port,SHANGHAI,2021-11-17 13:45 UTC,42m,In Transit,Other Cargo,DRY BREAKBULK
RONGCHANG68,DEPARTURE,Port,SHANGHAI,2021-11-17 13:40 UTC,22m,In Transit,Other Cargo,DRY BREAKBULK
ZHONG YUN HUA NAN,DEPARTURE,Port,SHANGHAI,2021-11-17 13:37 UTC,33m,In Transit,Other Cargo,DRY BREAKBULK
HAI GANG 41,DEPARTURE,Port,SHANGHAI,2021-11-17 13:34 UTC,34m,Not in Transit,Unspecified,OTHER MARKETS
YUDUOLIANGYOU888,DEPARTURE,Port,SHANGHAI,2021-11-17 13:34 UTC,40m,In Transit,Other Tanker,WET BULK
CHANG LONG2268,DEPARTURE,Port,SHANGHAI,2021-11-17 13:33 UTC,19m,In Transit,Other Cargo,DRY BREAKBULK
JIAN XING 72,DEPARTURE,Port,SHANGHAI,2021-11-17 13:23 UTC,24m,In Transit,Other Tanker,WET BULK
GANG HAI 666,DEPARTURE,Port,SHANGHAI,2021-11-17 13:17 UTC,42m,In Transit,Bulk Carrier,DRY BULK
HU GANG YIN JIAO 10,DEPARTURE,Port,SHANGHAI,2021-11-17 13:12 UTC,50m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
YAN RONG TAI 66,DEPARTURE,Port,SHANGHAI,2021-11-17 13:10 UTC,25m,In Transit,Dredger,OTHER MARKETS
HE HAI YONG LI,DEPARTURE,Port,SHANGHAI,2021-11-17 13:09 UTC,37m,In Transit,Other Cargo,DRY BREAKBULK
WAN YU YUAN 8100,DEPARTURE,Port,SHANGHAI,2021-11-17 13:08 UTC,25m,In Transit,Other Cargo,DRY BREAKBULK
JINBAI6,DEPARTURE,Port,SHANGHAI,2021-11-17 13:00 UTC,52m,In Transit,Other Cargo,DRY BREAKBULK
BAO YUN HAO,DEPARTURE,Port,SHANGHAI,2021-11-17 12:54 UTC,55m,In Transit,Other Cargo,DRY BREAKBULK
XINJIAHAI,DEPARTURE,Port,SHANGHAI,2021-11-17 12:29 UTC,46m,In Transit,Other Cargo,DRY BREAKBULK
CHANG DA 218,DEPARTURE,Port,SHANGHAI,2021-11-17 12:25 UTC,26m,In Transit,Bulk Carrier,DRY BULK
HUA ZHENG JI YUN,DEPARTURE,Port,SHANGHAI,2021-11-17 12:22 UTC,24m,In Transit,Other Cargo,DRY BREAKBULK
HUA LE 3,DEPARTURE,Port,SHANGHAI,2021-11-17 12:22 UTC,31m,In Transit,Bulk Carrier,DRY BULK
HAI GANG 3,DEPARTURE,Port,SHANGHAI,2021-11-17 12:10 UTC,47m,In Transit,Other Special Craft,OTHER MARKETS
WAN HONG SHUN 867,DEPARTURE,Port,SHANGHAI,2021-11-17 12:10 UTC,33m,In Transit,Other Cargo,DRY BREAKBULK
HU HANG 20,DEPARTURE,Port,SHANGHAI,2021-11-17 12:09 UTC,57m,Not in Transit,Other Passenger,PASSENGER SHIPS
HUA REN,DEPARTURE,Port,SHANGHAI,2021-11-17 12:08 UTC,13m,In Transit,Other Cargo,DRY BREAKBULK
ZHE HAI 362,DEPARTURE,Port,SHANGHAI,2021-11-17 12:08 UTC,41m,In Transit,Bulk Carrier,DRY BULK
XING TONG 19,DEPARTURE,Port,SHANGHAI,2021-11-17 11:54 UTC,42m,In Transit,Oil/Chemical Tanker,WET BULK
HANYU FRONTIER,DEPARTURE,Port,SHANGHAI,2021-11-17 11:51 UTC,28m,In Transit,Chemical Tanker,WET BULK
HUAXIANG3598,DEPARTURE,Port,SHANGHAI,2021-11-17 11:46 UTC,45m,In Transit,Other Cargo,DRY BREAKBULK
JIA ZHOU 8,DEPARTURE,Port,SHANGHAI,2021-11-17 11:36 UTC,43m,In Transit,Other Special Craft,OTHER MARKETS
JIA XING 69,DEPARTURE,Port,SHANGHAI,2021-11-17 11:30 UTC,41m,In Transit,Other Cargo,DRY BREAKBULK
PRINCESS COCO,DEPARTURE,Port,SHANGHAI,2021-11-17 11:28 UTC,40m,In Transit,General Cargo,DRY BREAKBULK
AO HAI SHEN ZHOU,DEPARTURE,Port,SHANGHAI,2021-11-17 11:23 UTC,40m,In Transit,Heavy Load Carrier,DRY BREAKBULK
XINGHANGWANG,DEPARTURE,Port,SHANGHAI,2021-11-17 11:04 UTC,30m,In Transit,Other Cargo,DRY BREAKBULK
HU GANG YIN JIAO 10,DEPARTURE,Port,SHANGHAI,2021-11-17 11:02 UTC,17m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
HAI GANG 3,DEPARTURE,Port,SHANGHAI,2021-11-17 10:40 UTC,53m,In Transit,Other Special Craft,OTHER MARKETS
TONG ZHOU 6,DEPARTURE,Port,SHANGHAI,2021-11-17 10:40 UTC,30m,In Transit,LPG Tanker,LPG CARRIERS
XINGLONG826,DEPARTURE,Port,SHANGHAI,2021-11-17 10:39 UTC,31m,In Transit,Other Cargo,DRY BREAKBULK
BAOSEN6,DEPARTURE,Port,SHANGHAI,2021-11-17 10:36 UTC,1h ,In Transit,Other Cargo,DRY BREAKBULK
HONG KANG,DEPARTURE,Port,SHANGHAI,2021-11-17 10:33 UTC,39m,In Transit,LPG Tanker,LPG CARRIERS
HUARONG28,DEPARTURE,Port,SHANGHAI,2021-11-17 10:30 UTC,17m,In Transit,Other Special Craft,OTHER MARKETS
HU GANG YIN JIAO 16,DEPARTURE,Port,SHANGHAI,2021-11-17 10:29 UTC,29m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
JUN KAI,DEPARTURE,Port,SHANGHAI,2021-11-17 10:28 UTC,42m,Not in Transit,Other Passenger,PASSENGER SHIPS
SU SHUN 9,DEPARTURE,Port,SHANGHAI,2021-11-17 10:26 UTC,55m,In Transit,Other Cargo,DRY BREAKBULK
XIANGRUI 118,DEPARTURE,Port,SHANGHAI,2021-11-17 10:17 UTC,54m,In Transit,Other Cargo,DRY BREAKBULK
WANHUA16,DEPARTURE,Port,SHANGHAI,2021-11-17 10:17 UTC,19m,In Transit,Other Tanker,WET BULK
HAICHUAN6,DEPARTURE,Port,SHANGHAI,2021-11-17 10:15 UTC,36m,In Transit,Other Cargo,DRY BREAKBULK
SHENG DA 8,DEPARTURE,Port,SHANGHAI,2021-11-17 10:13 UTC,22m,In Transit,Bulk Carrier,DRY BULK
HU GANG YIN JIAO 10,DEPARTURE,Port,SHANGHAI,2021-11-17 10:06 UTC,32m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
WAN LONG HAO 616,DEPARTURE,Port,SHANGHAI,2021-11-17 10:00 UTC,53m,In Transit,Other Cargo,DRY BREAKBULK
JIN.YE.158,DEPARTURE,Port,SHANGHAI,2021-11-17 10:00 UTC,41m,In Transit,Other Cargo,DRY BREAKBULK
TAI HE ZI JIN,DEPARTURE,Port,SHANGHAI,2021-11-17 09:53 UTC,23m,In Transit,Dredger,OTHER MARKETS
SHENG HAI YOU 7,DEPARTURE,Port,SHANGHAI,2021-11-17 09:52 UTC,25m,In Transit,Other Tanker,WET BULK
HAI XUN 1668,DEPARTURE,Port,SHANGHAI,2021-11-17 09:47 UTC,42m,In Transit,Other Special Craft,OTHER MARKETS
YANGFAN89,DEPARTURE,Port,SHANGHAI,2021-11-17 09:42 UTC,19m,In Transit,Other Cargo,DRY BREAKBULK
XUHUI6317,DEPARTURE,Port,SHANGHAI,2021-11-17 09:31 UTC,36m,In Transit,Other Cargo,DRY BREAKBULK
BAI HUA 1,DEPARTURE,Port,SHANGHAI,2021-11-17 09:29 UTC,29m,In Transit,Other Cargo,DRY BREAKBULK
XINGHANG131,DEPARTURE,Port,SHANGHAI,2021-11-17 09:24 UTC,43m,In Transit,Other Cargo,DRY BREAKBULK
TONG HENG TUO,DEPARTURE,Port,SHANGHAI,2021-11-17 09:22 UTC,48m,In Transit,Other Special Craft,OTHER MARKETS
PENG DUN YOU 9,DEPARTURE,Port,SHANGHAI,2021-11-17 09:18 UTC,38m,In Transit,Other Tanker,WET BULK
CHYANGSHAN3002,DEPARTURE,Port,SHANGHAI,2021-11-17 09:13 UTC,38m,In Transit,Other Cargo,DRY BREAKBULK
HUAI HAI JI 1 HAO,DEPARTURE,Port,SHANGHAI,2021-11-17 09:12 UTC,26m,In Transit,Other Cargo,DRY BREAKBULK
HU GANG YIN JIAO 10,DEPARTURE,Port,SHANGHAI,2021-11-17 09:01 UTC,26m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
SHUN GANG 9,DEPARTURE,Port,SHANGHAI,2021-11-17 08:42 UTC,46m,In Transit,Other Cargo,DRY BREAKBULK
HAI XIN YOU 611,DEPARTURE,Port,SHANGHAI,2021-11-17 08:41 UTC,56m,In Transit,Oil/Chemical Tanker,WET BULK
XUHUI808,DEPARTURE,Port,SHANGHAI,2021-11-17 08:40 UTC,44m,In Transit,Other Cargo,DRY BREAKBULK
AO HAI SHEN ZHOU,DEPARTURE,Port,SHANGHAI,2021-11-17 08:39 UTC,27m,In Transit,Heavy Load Carrier,DRY BREAKBULK
CAI HONG DAO 7,DEPARTURE,Port,SHANGHAI,2021-11-17 08:35 UTC,36m,In Transit,Oil/Chemical Tanker,WET BULK
YING ZHOU 9,DEPARTURE,Port,SHANGHAI,2021-11-17 08:28 UTC,48m,Not in Transit,High Speed Craft,PASSENGER SHIPS
GAO HONG SHENG 2,DEPARTURE,Port,SHANGHAI,2021-11-17 08:28 UTC,30m,In Transit,Other Cargo,DRY BREAKBULK
ZHEHUZHOUHUO5806,DEPARTURE,Port,SHANGHAI,2021-11-17 08:26 UTC,48m,In Transit,Other Cargo,DRY BREAKBULK
JIAN XING 58,DEPARTURE,Port,SHANGHAI,2021-11-17 08:23 UTC,40m,In Transit,Other Tanker,WET BULK
HUAJIN918,DEPARTURE,Port,SHANGHAI,2021-11-17 08:19 UTC,26m,In Transit,Other Cargo,DRY BREAKBULK
XINHEXIE99999,DEPARTURE,Port,SHANGHAI,2021-11-17 08:18 UTC,47m,Not in Transit,Other Cargo,DRY BREAKBULK
XINHAI86,DEPARTURE,Port,SHANGHAI,2021-11-17 08:18 UTC,19m,In Transit,Dredger,OTHER MARKETS
WUXIANG76,DEPARTURE,Port,SHANGHAI,2021-11-17 08:15 UTC,21m,In Transit,Other Cargo,DRY BREAKBULK
YI HANG 77,DEPARTURE,Port,SHANGHAI,2021-11-17 08:14 UTC,26m,In Transit,Other Cargo,DRY BREAKBULK
BI HAI 9,DEPARTURE,Port,SHANGHAI,2021-11-17 08:12 UTC,52m,Not in Transit,Other Passenger,PASSENGER SHIPS
EASLINE QINGDAO,DEPARTURE,Port,SHANGHAI,2021-11-17 08:07 UTC,16m,In Transit,Container Ship,CONTAINER SHIPS
HONG KANG,DEPARTURE,Port,SHANGHAI,2021-11-17 08:06 UTC,25m,In Transit,LPG Tanker,LPG CARRIERS
XIAN ZHOU 6,DEPARTURE,Port,SHANGHAI,2021-11-17 08:06 UTC,46m,In Transit,Passenger Vessel,PASSENGER SHIPS
BAO SHENG 9,DEPARTURE,Port,SHANGHAI,2021-11-17 07:56 UTC,44m,In Transit,Other Cargo,DRY BREAKBULK
FEI YI 12,DEPARTURE,Port,SHANGHAI,2021-11-17 07:48 UTC,30m,Not in Transit,High Speed Craft,PASSENGER SHIPS
RAZINO,DEPARTURE,Port,SHANGHAI,2021-11-17 07:47 UTC,27m,In Transit,Fish Carrier,FISHING
SHENG YING 5,DEPARTURE,Port,SHANGHAI,2021-11-17 07:45 UTC,34m,In Transit,Other Passenger,PASSENGER SHIPS
HAIXUN0109,DEPARTURE,Port,SHANGHAI,2021-11-17 07:37 UTC,49m,Not in Transit,Other Special Craft,OTHER MARKETS
YUQIN03,DEPARTURE,Port,SHANGHAI,2021-11-17 07:34 UTC,36m,In Transit,Other Cargo,DRY BREAKBULK
YUANDONG7,DEPARTURE,Port,SHANGHAI,2021-11-17 07:30 UTC,42m,In Transit,Other Cargo,DRY BREAKBULK
HU GANG YIN JIAO 6,DEPARTURE,Port,SHANGHAI,2021-11-17 07:29 UTC,43m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
FEI YI 15,DEPARTURE,Port,SHANGHAI,2021-11-17 07:28 UTC,27m,Not in Transit,High Speed Craft,PASSENGER SHIPS
QUANLINLIANGYOU 31,DEPARTURE,Port,SHANGHAI,2021-11-17 07:23 UTC,47m,In Transit,Other Cargo,DRY BREAKBULK
SU SHUN 9,DEPARTURE,Port,SHANGHAI,2021-11-17 07:23 UTC,29m,In Transit,Other Cargo,DRY BREAKBULK
PENG LAI YANG GUANG,DEPARTURE,Port,SHANGHAI,2021-11-17 07:18 UTC,56m,Not in Transit,Other Passenger,PASSENGER SHIPS
BAO YANG 16,DEPARTURE,Port,SHANGHAI,2021-11-17 07:14 UTC,33m,In Transit,Other Cargo,DRY BREAKBULK
HUCHONGYU13088,DEPARTURE,Port,SHANGHAI,2021-11-17 07:13 UTC,11m,In Transit,Other Fishing,FISHING
YU LIN,DEPARTURE,Port,SHANGHAI,2021-11-17 07:05 UTC,55m,In Transit,General Cargo,DRY BREAKBULK
BEI HU,DEPARTURE,Port,SHANGHAI,2021-11-17 07:04 UTC,28m,Not in Transit,High Speed Craft,PASSENGER SHIPS
HU GANG YIN JIAO 6,DEPARTURE,Port,SHANGHAI,2021-11-17 06:59 UTC,13m,In Transit,Pilot Boat,SUPPORTING VESSELS
SHENG WANG1502,DEPARTURE,Port,SHANGHAI,2021-11-17 06:47 UTC,52m,In Transit,Other Cargo,DRY BREAKBULK
GAN NANCHANG HUO1799,DEPARTURE,Port,SHANGHAI,2021-11-17 06:45 UTC,22m,Not in Transit,Other Cargo,DRY BREAKBULK
CHENGHONG8,DEPARTURE,Port,SHANGHAI,2021-11-17 06:39 UTC,36m,In Transit,Other Cargo,DRY BREAKBULK
FEI ZHOU 12,DEPARTURE,Port,SHANGHAI,2021-11-17 06:29 UTC,22m,Not in Transit,Other Passenger,PASSENGER SHIPS
HAI XUN 160,DEPARTURE,Port,SHANGHAI,2021-11-17 06:21 UTC,55m,Not in Transit,Other Special Craft,OTHER MARKETS
HU GANG YIN JIAO 6,DEPARTURE,Port,SHANGHAI,2021-11-17 06:20 UTC,54m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
CHANG FENG YOU 16,DEPARTURE,Port,SHANGHAI,2021-11-17 06:08 UTC,26m,In Transit,Other Tanker,WET BULK
XIN ZHENG CHENG,DEPARTURE,Port,SHANGHAI,2021-11-17 06:06 UTC,31m,Not in Transit,High Speed Craft,PASSENGER SHIPS
ZHE JIAO JI 1117,DEPARTURE,Port,SHANGHAI,2021-11-17 06:00 UTC,12m,In Transit,Other Cargo,DRY BREAKBULK
XINGZHONGYOU99,DEPARTURE,Port,SHANGHAI,2021-11-17 06:00 UTC,32m,In Transit,Other Tanker,WET BULK
HUAHANG12,DEPARTURE,Port,SHANGHAI,2021-11-17 05:59 UTC,25m,In Transit,Other Cargo,DRY BREAKBULK
JIN YONG HONG TU,DEPARTURE,Port,SHANGHAI,2021-11-17 05:53 UTC,44m,In Transit,Other Cargo,DRY BREAKBULK
SU HUAHANG9000,DEPARTURE,Port,SHANGHAI,2021-11-17 05:53 UTC,47m,In Transit,Other Cargo,DRY BREAKBULK
SHENZHOU988,DEPARTURE,Port,SHANGHAI,2021-11-17 05:51 UTC,40m,In Transit,Other Cargo,DRY BREAKBULK
HUCHONGYU13088,DEPARTURE,Port,SHANGHAI,2021-11-17 05:45 UTC,22m,In Transit,Other Fishing,FISHING
HAI XIN YOU 603,DEPARTURE,Port,SHANGHAI,2021-11-17 05:40 UTC,21m,In Transit,Other Tanker,WET BULK
WAN GUO XING MAO,DEPARTURE,Port,SHANGHAI,2021-11-17 05:38 UTC,14m,In Transit,Other Cargo,DRY BREAKBULK
FEI YI 16,DEPARTURE,Port,SHANGHAI,2021-11-17 05:36 UTC,49m,Not in Transit,High Speed Craft,PASSENGER SHIPS
ZHEN HUA TUO 9,DEPARTURE,Port,SHANGHAI,2021-11-17 05:31 UTC,53m,In Transit,Other Special Craft,OTHER MARKETS
SOUTHERN HOPE,DEPARTURE,Port,SHANGHAI,2021-11-17 05:28 UTC,13m,In Transit,Special Cargo,DRY BREAKBULK
JIN HAI YANG,DEPARTURE,Port,SHANGHAI,2021-11-17 05:12 UTC,41m,In Transit,Other Cargo,DRY BREAKBULK
QI SHUN JIAO 6,DEPARTURE,Port,SHANGHAI,2021-11-17 05:10 UTC,38m,Not in Transit,Other Special Craft,OTHER MARKETS
XUHUI001,DEPARTURE,Port,SHANGHAI,2021-11-17 05:08 UTC,28m,In Transit,Other Cargo,DRY BREAKBULK
YI GANG 58,DEPARTURE,Port,SHANGHAI,2021-11-17 05:03 UTC,43m,In Transit,Other Cargo,DRY BREAKBULK
NAN YU 7,DEPARTURE,Port,SHANGHAI,2021-11-17 05:03 UTC,15m,In Transit,LPG Tanker,LPG CARRIERS
HUAHANG 2,DEPARTURE,Port,SHANGHAI,2021-11-17 05:01 UTC,20m,In Transit,Other Cargo,DRY BREAKBULK
HU GANG YIN JIAO 6,DEPARTURE,Port,SHANGHAI,2021-11-17 04:58 UTC,16m,Not in Transit,Pilot Boat,SUPPORTING VESSELS
HAI GANG 33,DEPARTURE,Port,SHANGHAI,2021-11-17 04:56 UTC,44m,Not in Transit,Other Special Craft,OTHER MARKETS
HAIGANG52,DEPARTURE,Port,SHANGHAI,2021-11-17 04:53 UTC,41m,Not in Transit,Other Special Craft,OTHER MARKETS
SU JUN BO 598,DEPARTURE,Port,SHANGHAI,2021-11-17 04:52 UTC,27m,In Transit,Dredger,OTHER MARKETS
XINYUANHE7,DEPARTURE,Port,SHANGHAI,2021-11-17 04:47 UTC,13m,In Transit,Other Cargo,DRY BREAKBULK
PENG RUI 6,DEPARTURE,Port,SHANGHAI,2021-11-17 04:45 UTC,18m,Not in Transit,Other Special Craft,OTHER MARKETS
SUYANCHENGHUO221598,DEPARTURE,Port,SHANGHAI,2021-11-17 04:42 UTC,36m,In Transit,Other Cargo,DRY BREAKBULK
WAN ZHENG HUA 136,DEPARTURE,Port,SHANGHAI,2021-11-17 04:34 UTC,43m,In Transit,Other Cargo,DRY BREAKBULK
PENG SHUN,DEPARTURE,Port,SHANGHAI,2021-11-17 04:33 UTC,18m,In Transit,LPG Tanker,LPG CARRIERS
XUHUI016,DEPARTURE,Port,SHANGHAI,2021-11-17 04:30 UTC,30m,In Transit,Other Cargo,DRY BREAKBULK
FEI YI 16,DEPARTURE,Port,SHANGHAI,2021-11-17 04:29 UTC,55m,Not in Transit,High Speed Craft,PASSENGER SHIPS
ALFA,DEPARTURE,Port,SHANGHAI,2021-11-17 04:19 UTC,14m,In Transit,Bulk Carrier,DRY BULK
